interval_start_utc,interval_end_utc,market,location,location_type,lmp,energy,congestion,loss
2024-06-26 21:55:00+00:00,2024-06-26 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,66.06,60.22,-0.0,5.84
2024-06-27 00:10:00+00:00,2024-06-27 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,47.69,43.91,-0.0,3.78
2024-06-27 02:25:00+00:00,2024-06-27 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,43.85,37.69,2.73,3.43
2024-06-27 03:55:00+00:00,2024-06-27 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,34.44,31.74,-0.0,2.7
2024-06-27 06:10:00+00:00,2024-06-27 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,25.19,23.37,-0.0,1.82
2024-06-27 08:25:00+00:00,2024-06-27 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,24.94,23.24,-0.0,1.7
2024-06-27 10:40:00+00:00,2024-06-27 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.11,27.96,-0.0,2.15
2024-06-27 12:55:00+00:00,2024-06-27 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.12,33.29,-0.0,2.83
2024-06-27 15:10:00+00:00,2024-06-27 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.27,33.03,-0.0,3.24
2024-06-27 17:25:00+00:00,2024-06-27 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.55,28.84,1.71,3.0
2024-06-27 19:40:00+00:00,2024-06-27 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.18,38.27,-0.0,3.91
2024-06-27 21:55:00+00:00,2024-06-27 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.94,33.22,-0.0,3.72
2024-06-28 00:10:00+00:00,2024-06-28 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,29.14,26.81,-0.0,2.33
2024-06-28 02:25:00+00:00,2024-06-28 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.07,29.89,-0.0,2.18
2024-06-28 03:55:00+00:00,2024-06-28 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.73,28.69,-0.0,2.04
2024-06-28 06:10:00+00:00,2024-06-28 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.65,28.83,-0.0,1.82
2024-06-28 08:25:00+00:00,2024-06-28 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.01,26.5,-0.0,1.51
2024-06-28 10:40:00+00:00,2024-06-28 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.36,30.59,-0.0,1.77
2024-06-28 12:55:00+00:00,2024-06-28 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,41.89,39.11,-0.0,2.78
2024-06-28 15:10:00+00:00,2024-06-28 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.84,28.61,-0.0,2.23
2024-06-28 17:25:00+00:00,2024-06-28 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,34.33,31.25,0.52,2.56
2024-06-28 19:40:00+00:00,2024-06-28 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.6,32.81,-0.0,2.79
2024-06-28 21:55:00+00:00,2024-06-28 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.31,29.53,-0.0,2.78
2024-06-29 00:10:00+00:00,2024-06-29 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.77,33.34,-0.0,2.43
2024-06-29 02:25:00+00:00,2024-06-29 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.69,29.22,1.42,2.05
2024-06-29 03:55:00+00:00,2024-06-29 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,27.11,25.58,-0.0,1.53
2024-06-29 06:10:00+00:00,2024-06-29 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,24.41,22.96,-0.0,1.45
2024-06-29 08:25:00+00:00,2024-06-29 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,21.48,-1.21,22.77,-0.08
2024-06-29 10:40:00+00:00,2024-06-29 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,22.62,1.18,21.36,0.08
2024-06-29 12:55:00+00:00,2024-06-29 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.5,30.4,-0.0,2.1
2024-06-29 15:10:00+00:00,2024-06-29 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.79,34.19,-0.0,2.6
2024-06-29 17:25:00+00:00,2024-06-29 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.08,37.15,-0.0,2.93
2024-06-29 19:40:00+00:00,2024-06-29 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.35,27.34,-0.0,3.01
2024-06-29 21:55:00+00:00,2024-06-29 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.29,30.21,-0.0,3.08
2024-06-30 00:10:00+00:00,2024-06-30 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.31,30.59,-0.0,2.72
2024-06-30 02:25:00+00:00,2024-06-30 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.25,29.89,-0.0,2.36
2024-06-30 03:55:00+00:00,2024-06-30 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.36,26.36,-0.0,2.0
2024-06-30 06:10:00+00:00,2024-06-30 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,25.33,23.58,-0.0,1.75
2024-06-30 08:25:00+00:00,2024-06-30 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.22,26.32,-0.0,1.9
2024-06-30 10:40:00+00:00,2024-06-30 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,27.04,25.2,-0.0,1.84
2024-06-30 12:55:00+00:00,2024-06-30 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,29.48,26.92,-0.0,2.56
2024-06-30 15:10:00+00:00,2024-06-30 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,41.03,37.44,-0.0,3.59
2024-06-30 17:25:00+00:00,2024-06-30 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,45.65,41.35,-0.0,4.3
2024-06-30 19:40:00+00:00,2024-06-30 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,84.42,21.1,61.42,1.9
2024-06-30 21:55:00+00:00,2024-06-30 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,49.35,23.05,23.88,2.42
2024-07-01 00:10:00+00:00,2024-07-01 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.7,21.54,18.98,2.18
2024-07-01 02:25:00+00:00,2024-07-01 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,34.3,17.32,15.3,1.68
2024-07-01 03:55:00+00:00,2024-07-01 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.75,26.74,-0.0,2.01
2024-07-01 06:10:00+00:00,2024-07-01 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.35,26.64,-0.0,1.71
2024-07-01 08:25:00+00:00,2024-07-01 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,25.07,23.7,-0.0,1.37
2024-07-01 10:40:00+00:00,2024-07-01 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,26.17,24.28,-0.0,1.89
2024-07-01 12:55:00+00:00,2024-07-01 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.74,26.51,-0.0,2.23
2024-07-01 15:10:00+00:00,2024-07-01 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,31.49,28.94,-0.0,2.55
2024-07-01 17:25:00+00:00,2024-07-01 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,38.81,34.63,0.89,3.29
2024-07-01 19:40:00+00:00,2024-07-01 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,49.3,37.62,7.96,3.72
2024-07-01 21:55:00+00:00,2024-07-01 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.78,37.12,-0.05,3.71
2024-07-02 00:10:00+00:00,2024-07-02 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.7,37.61,-0.0,3.09
2024-07-02 02:25:00+00:00,2024-07-02 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.61,33.06,-0.0,2.55
2024-07-02 03:55:00+00:00,2024-07-02 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.98,27.57,-0.0,1.41
2024-07-02 06:10:00+00:00,2024-07-02 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,25.88,24.51,-0.0,1.37
2024-07-02 08:25:00+00:00,2024-07-02 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,24.98,23.9,-0.0,1.08
2024-07-02 10:40:00+00:00,2024-07-02 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,26.09,24.66,-0.0,1.43
2024-07-02 12:55:00+00:00,2024-07-02 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.42,32.86,-0.0,2.56
2024-07-02 15:10:00+00:00,2024-07-02 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,29.12,26.59,-0.0,2.53
2024-07-02 17:25:00+00:00,2024-07-02 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.67,32.59,0.79,3.29
2024-07-02 19:40:00+00:00,2024-07-02 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,49.87,45.36,-0.03,4.54
2024-07-02 21:55:00+00:00,2024-07-02 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,47.08,42.26,-0.0,4.82
2024-07-03 00:10:00+00:00,2024-07-03 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,38.8,35.24,-0.0,3.56
2024-07-03 02:25:00+00:00,2024-07-03 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.25,33.5,-0.0,2.75
2024-07-03 03:55:00+00:00,2024-07-03 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.54,28.65,-0.0,1.89
2024-07-03 06:10:00+00:00,2024-07-03 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,23.26,21.8,-0.0,1.46
2024-07-03 08:25:00+00:00,2024-07-03 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,16.19,15.12,-0.0,1.07
2024-07-03 10:40:00+00:00,2024-07-03 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,23.2,21.6,-0.0,1.6
2024-07-03 12:55:00+00:00,2024-07-03 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,25.42,21.29,2.39,1.74
2024-07-03 15:10:00+00:00,2024-07-03 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.73,28.19,-0.0,2.54
2024-07-03 17:25:00+00:00,2024-07-03 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.01,27.28,-0.0,2.73
2024-07-03 19:40:00+00:00,2024-07-03 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,44.47,40.39,-0.0,4.08
2024-07-03 21:55:00+00:00,2024-07-03 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,51.01,46.08,-0.0,4.93
2024-07-04 00:10:00+00:00,2024-07-04 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.75,37.7,-0.0,3.05
2024-07-04 02:25:00+00:00,2024-07-04 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.83,34.45,-0.0,2.38
2024-07-04 03:55:00+00:00,2024-07-04 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.05,35.39,-0.0,1.66
2024-07-04 06:10:00+00:00,2024-07-04 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,22.56,21.51,-0.0,1.05
2024-07-04 08:25:00+00:00,2024-07-04 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,22.37,21.31,-0.0,1.06
2024-07-04 10:40:00+00:00,2024-07-04 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,24.9,23.69,-0.0,1.21
2024-07-04 12:55:00+00:00,2024-07-04 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.95,31.03,-0.0,1.92
2024-07-04 15:10:00+00:00,2024-07-04 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,29.32,27.25,-0.0,2.07
2024-07-04 17:25:00+00:00,2024-07-04 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,38.73,34.98,1.34,2.41
2024-07-04 19:40:00+00:00,2024-07-04 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,48.0,42.59,1.71,3.7
2024-07-04 21:55:00+00:00,2024-07-04 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,72.95,66.5,1.07,5.38
2024-07-05 00:10:00+00:00,2024-07-05 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,39.91,37.44,-0.0,2.47
2024-07-05 02:25:00+00:00,2024-07-05 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.26,30.66,-0.0,2.6
2024-07-05 03:55:00+00:00,2024-07-05 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.46,30.31,-0.0,2.15
2024-07-05 06:10:00+00:00,2024-07-05 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.3,28.86,-0.0,1.44
2024-07-05 08:25:00+00:00,2024-07-05 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.91,32.14,-0.0,1.77
2024-07-05 10:40:00+00:00,2024-07-05 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.09,27.91,-0.0,2.18
2024-07-05 12:55:00+00:00,2024-07-05 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.0,32.11,-0.0,2.89
2024-07-05 15:10:00+00:00,2024-07-05 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.01,33.56,0.56,2.89
2024-07-05 17:25:00+00:00,2024-07-05 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,51.72,31.96,17.49,2.27
2024-07-05 19:40:00+00:00,2024-07-05 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,52.36,46.1,1.97,4.29
2024-07-05 21:55:00+00:00,2024-07-05 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,58.87,53.76,-0.0,5.11
2024-07-06 00:10:00+00:00,2024-07-06 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,53.78,49.52,-0.0,4.26
2024-07-06 02:25:00+00:00,2024-07-06 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.83,35.52,2.4,2.91
2024-07-06 03:55:00+00:00,2024-07-06 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.0,33.94,0.11,2.95
2024-07-06 06:10:00+00:00,2024-07-06 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.71,31.24,-0.0,2.47
2024-07-06 08:25:00+00:00,2024-07-06 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,29.61,27.8,-0.0,1.81
2024-07-06 10:40:00+00:00,2024-07-06 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.03,29.6,-0.0,2.43
2024-07-06 12:55:00+00:00,2024-07-06 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.35,34.41,2.84,3.1
2024-07-06 15:10:00+00:00,2024-07-06 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,44.05,29.66,12.2,2.19
2024-07-06 17:25:00+00:00,2024-07-06 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.18,36.36,2.4,3.42
2024-07-06 19:40:00+00:00,2024-07-06 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,67.05,59.2,1.69,6.16
2024-07-06 21:55:00+00:00,2024-07-06 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,55.91,47.2,3.85,4.86
2024-07-07 00:10:00+00:00,2024-07-07 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,52.21,47.77,-0.0,4.44
2024-07-07 02:25:00+00:00,2024-07-07 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,45.66,41.66,-0.0,4.0
2024-07-07 03:55:00+00:00,2024-07-07 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,43.36,38.4,1.78,3.18
2024-07-07 06:10:00+00:00,2024-07-07 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,32.53,28.98,1.0,2.55
2024-07-07 08:25:00+00:00,2024-07-07 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,31.92,29.55,-0.0,2.37
2024-07-07 10:40:00+00:00,2024-07-07 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,33.94,31.81,-0.0,2.13
2024-07-07 12:55:00+00:00,2024-07-07 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,31.85,28.93,-0.0,2.92
2024-07-07 15:10:00+00:00,2024-07-07 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.76,33.36,-0.0,3.4
2024-07-07 17:25:00+00:00,2024-07-07 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.0,38.5,-0.12,3.62
2024-07-07 19:40:00+00:00,2024-07-07 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,57.35,51.85,-0.41,5.91
2024-07-07 21:55:00+00:00,2024-07-07 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,94.09,85.85,-0.43,8.67
2024-07-08 00:10:00+00:00,2024-07-08 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,80.44,74.97,-0.45,5.92
2024-07-08 02:25:00+00:00,2024-07-08 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,61.71,57.39,-0.21,4.53
2024-07-08 03:55:00+00:00,2024-07-08 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.66,31.62,1.88,3.16
2024-07-08 06:10:00+00:00,2024-07-08 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,38.22,35.16,-0.0,3.06
2024-07-08 08:25:00+00:00,2024-07-08 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,31.54,29.29,-0.0,2.25
2024-07-08 10:40:00+00:00,2024-07-08 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.33,32.32,-0.0,3.01
2024-07-08 12:55:00+00:00,2024-07-08 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.13,34.16,-0.0,2.97
2024-07-08 15:10:00+00:00,2024-07-08 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.03,38.65,-0.17,3.55
2024-07-08 17:25:00+00:00,2024-07-08 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,50.35,46.58,-0.28,4.05
2024-07-08 19:40:00+00:00,2024-07-08 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,96.28,88.23,-0.51,8.56
2024-07-08 21:55:00+00:00,2024-07-08 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,123.23,114.82,-0.55,8.96
2024-07-09 00:10:00+00:00,2024-07-09 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,90.69,85.08,-0.0,5.61
2024-07-09 02:25:00+00:00,2024-07-09 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,52.76,44.91,4.39,3.46
2024-07-09 03:55:00+00:00,2024-07-09 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.41,37.42,-0.0,2.99
2024-07-09 06:10:00+00:00,2024-07-09 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.19,33.35,0.07,2.77
2024-07-09 08:25:00+00:00,2024-07-09 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,23.66,22.01,-0.0,1.65
2024-07-09 10:40:00+00:00,2024-07-09 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.83,35.13,-0.0,2.7
2024-07-09 12:55:00+00:00,2024-07-09 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,46.92,43.72,-0.21,3.41
2024-07-09 15:10:00+00:00,2024-07-09 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,45.1,41.88,-0.0,3.22
2024-07-09 17:25:00+00:00,2024-07-09 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,86.63,79.04,-0.0,7.59
2024-07-09 19:40:00+00:00,2024-07-09 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,94.78,85.78,-0.0,9.0
2024-07-09 21:55:00+00:00,2024-07-09 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,96.11,88.5,-0.0,7.61
2024-07-10 00:10:00+00:00,2024-07-10 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,80.34,74.52,-0.0,5.82
2024-07-10 02:25:00+00:00,2024-07-10 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.91,39.95,-0.0,2.96
2024-07-10 03:55:00+00:00,2024-07-10 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,48.08,43.91,-0.0,4.17
2024-07-10 06:10:00+00:00,2024-07-10 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,45.94,42.15,-0.0,3.79
2024-07-10 08:25:00+00:00,2024-07-10 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,38.69,35.6,-0.0,3.09
2024-07-10 10:40:00+00:00,2024-07-10 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,51.23,47.57,-0.19,3.85
2024-07-10 12:55:00+00:00,2024-07-10 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,47.18,43.13,-0.13,4.18
2024-07-10 15:10:00+00:00,2024-07-10 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,49.24,44.77,-0.19,4.66
2024-07-10 17:25:00+00:00,2024-07-10 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,94.64,85.57,-0.0,9.07
2024-07-10 19:40:00+00:00,2024-07-10 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,90.24,81.23,-0.0,9.01
2024-07-10 21:55:00+00:00,2024-07-10 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,84.38,77.32,-0.2,7.26
2024-07-11 00:10:00+00:00,2024-07-11 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,69.35,64.21,-0.0,5.14
2024-07-11 02:25:00+00:00,2024-07-11 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,43.96,40.55,-0.0,3.41
2024-07-11 03:55:00+00:00,2024-07-11 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,44.07,40.36,-0.0,3.71
2024-07-11 06:10:00+00:00,2024-07-11 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,28.15,25.95,-0.0,2.2
2024-07-11 08:25:00+00:00,2024-07-11 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,27.42,25.63,-0.0,1.79
2024-07-11 10:40:00+00:00,2024-07-11 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,49.15,45.86,-0.1,3.39
2024-07-11 12:55:00+00:00,2024-07-11 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,29.24,26.82,-0.0,2.42
2024-07-11 15:10:00+00:00,2024-07-11 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.28,36.85,-0.0,3.43
2024-07-11 16:40:00+00:00,2024-07-11 16:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.52,36.94,-0.0,3.58
2024-07-11 18:55:00+00:00,2024-07-11 19:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,41.97,38.22,-0.0,3.75
2024-07-11 21:10:00+00:00,2024-07-11 21:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,52.51,47.74,-0.0,4.77
2024-07-11 23:25:00+00:00,2024-07-11 23:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,51.13,46.82,-0.0,4.31
2024-07-12 01:40:00+00:00,2024-07-12 01:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,38.7,35.7,-0.0,3.0
2024-07-12 03:55:00+00:00,2024-07-12 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,34.56,30.52,1.29,2.75
2024-07-12 06:10:00+00:00,2024-07-12 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,24.56,22.83,-0.0,1.73
2024-07-12 08:25:00+00:00,2024-07-12 08:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,30.82,28.99,-0.0,1.83
2024-07-12 10:40:00+00:00,2024-07-12 10:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,39.7,36.69,-0.0,3.01
2024-07-12 12:55:00+00:00,2024-07-12 13:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.01,38.75,-0.0,3.26
2024-07-12 15:10:00+00:00,2024-07-12 15:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.8,34.93,-0.0,2.87
2024-07-12 17:25:00+00:00,2024-07-12 17:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,36.81,33.99,-0.0,2.82
2024-07-12 19:40:00+00:00,2024-07-12 19:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,59.27,55.5,-0.01,3.78
2024-07-12 21:55:00+00:00,2024-07-12 22:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,57.83,54.35,-0.0,3.48
2024-07-13 00:10:00+00:00,2024-07-13 00:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,37.73,35.49,-0.0,2.24
2024-07-13 02:25:00+00:00,2024-07-13 02:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,42.66,39.39,-0.0,3.27
2024-07-13 03:55:00+00:00,2024-07-13 04:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,41.65,38.74,-0.0,2.91
2024-07-13 06:10:00+00:00,2024-07-13 06:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,31.33,29.25,-0.0,2.08
