interval_start_utc,interval_end_utc,market,location,location_type,lmp,energy,congestion,loss
2025-01-17 09:25:00+00:00,2025-01-17 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,95.01,62.11,28.67,4.23
2025-01-17 11:40:00+00:00,2025-01-17 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,159.94,80.91,71.19,7.84
2025-01-17 13:55:00+00:00,2025-01-17 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,226.64,170.85,39.74,16.05
2025-01-17 16:10:00+00:00,2025-01-17 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,119.23,108.0,-0.0,11.23
2025-01-17 18:25:00+00:00,2025-01-17 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,105.4,81.18,16.26,7.96
2025-01-17 20:40:00+00:00,2025-01-17 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,118.19,99.86,9.34,8.99
2025-01-17 22:55:00+00:00,2025-01-17 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,139.43,91.01,39.5,8.92
2025-01-18 01:10:00+00:00,2025-01-18 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,89.0,81.43,-0.0,7.57
2025-01-18 03:25:00+00:00,2025-01-18 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,67.9,62.35,-0.0,5.55
2025-01-18 04:55:00+00:00,2025-01-18 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,122.48,107.99,7.68,6.81
2025-01-18 07:10:00+00:00,2025-01-18 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,113.35,99.52,8.46,5.37
2025-01-18 09:25:00+00:00,2025-01-18 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,66.65,63.24,-0.0,3.41
2025-01-18 11:40:00+00:00,2025-01-18 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,67.12,63.2,-0.0,3.92
2025-01-18 13:55:00+00:00,2025-01-18 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,60.8,46.25,10.99,3.56
2025-01-18 16:10:00+00:00,2025-01-18 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,136.05,32.87,100.22,2.96
2025-01-18 18:25:00+00:00,2025-01-18 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,181.56,93.89,79.04,8.63
2025-01-18 20:40:00+00:00,2025-01-18 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,140.46,79.19,54.07,7.2
2025-01-18 22:55:00+00:00,2025-01-18 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,119.15,101.24,8.19,9.72
2025-01-19 01:10:00+00:00,2025-01-19 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,107.71,79.88,20.96,6.87
2025-01-19 03:25:00+00:00,2025-01-19 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,83.38,77.06,-0.0,6.32
2025-01-19 04:55:00+00:00,2025-01-19 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,113.65,106.51,-0.0,7.14
2025-01-19 07:10:00+00:00,2025-01-19 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,80.23,76.27,-0.0,3.96
2025-01-19 09:25:00+00:00,2025-01-19 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,73.21,69.2,-0.0,4.01
2025-01-19 11:40:00+00:00,2025-01-19 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,69.7,65.5,-0.0,4.2
2025-01-19 13:55:00+00:00,2025-01-19 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,40.29,37.41,-0.0,2.88
2025-01-19 16:10:00+00:00,2025-01-19 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,185.38,97.38,78.45,9.55
2025-01-19 18:25:00+00:00,2025-01-19 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,88.03,75.11,5.55,7.37
2025-01-19 20:40:00+00:00,2025-01-19 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,159.17,145.35,-0.0,13.82
2025-01-19 22:55:00+00:00,2025-01-19 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,198.61,185.62,-0.0,12.99
2025-01-20 01:10:00+00:00,2025-01-20 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,178.85,165.76,-0.0,13.09
2025-01-20 03:25:00+00:00,2025-01-20 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,187.95,148.34,27.44,12.17
2025-01-20 04:55:00+00:00,2025-01-20 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,134.76,125.6,-0.0,9.16
2025-01-20 07:10:00+00:00,2025-01-20 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,93.05,85.71,1.34,6.0
2025-01-20 09:25:00+00:00,2025-01-20 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,93.68,86.71,1.07,5.9
2025-01-20 11:40:00+00:00,2025-01-20 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,163.82,152.81,-0.0,11.01
2025-01-20 13:55:00+00:00,2025-01-20 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,173.07,162.65,-0.0,10.42
2025-01-20 16:10:00+00:00,2025-01-20 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,249.2,173.44,61.72,14.04
2025-01-20 18:25:00+00:00,2025-01-20 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,239.61,109.45,120.2,9.96
2025-01-20 20:40:00+00:00,2025-01-20 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,250.8,157.39,78.62,14.79
2025-01-20 22:55:00+00:00,2025-01-20 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,214.55,170.85,31.23,12.47
2025-01-21 01:10:00+00:00,2025-01-21 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,289.03,161.74,114.2,13.09
2025-01-21 03:25:00+00:00,2025-01-21 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,286.02,160.33,114.95,10.74
2025-01-21 04:55:00+00:00,2025-01-21 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,207.67,160.05,37.06,10.56
2025-01-21 07:10:00+00:00,2025-01-21 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,202.4,156.24,35.69,10.47
2025-01-21 09:25:00+00:00,2025-01-21 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,197.95,168.67,19.67,9.61
2025-01-21 11:40:00+00:00,2025-01-21 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,290.93,180.36,95.97,14.6
2025-01-21 13:55:00+00:00,2025-01-21 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,315.48,133.99,169.3,12.19
2025-01-21 16:10:00+00:00,2025-01-21 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,257.28,180.98,60.93,15.37
2025-01-21 18:25:00+00:00,2025-01-21 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,258.59,182.07,60.32,16.2
2025-01-21 20:40:00+00:00,2025-01-21 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,306.36,201.43,88.22,16.71
2025-01-21 22:55:00+00:00,2025-01-21 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,274.84,223.43,36.44,14.97
2025-01-22 01:10:00+00:00,2025-01-22 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,287.48,206.24,65.98,15.26
2025-01-22 03:25:00+00:00,2025-01-22 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,256.92,178.78,65.1,13.04
2025-01-22 04:55:00+00:00,2025-01-22 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,273.56,234.43,27.41,11.72
2025-01-22 07:10:00+00:00,2025-01-22 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,238.15,199.84,29.72,8.59
2025-01-22 09:25:00+00:00,2025-01-22 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,242.29,206.05,23.88,12.36
2025-01-22 11:40:00+00:00,2025-01-22 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,270.31,237.18,19.14,13.99
2025-01-22 13:55:00+00:00,2025-01-22 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,256.12,217.82,23.06,15.24
2025-01-22 16:10:00+00:00,2025-01-22 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,256.96,164.46,76.55,15.95
2025-01-22 18:25:00+00:00,2025-01-22 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,201.78,169.4,16.97,15.41
2025-01-22 20:40:00+00:00,2025-01-22 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,224.64,177.6,32.66,14.38
2025-01-22 22:55:00+00:00,2025-01-22 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,232.93,209.73,9.98,13.22
2025-01-23 01:10:00+00:00,2025-01-23 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,220.68,185.25,19.87,15.56
2025-01-23 03:25:00+00:00,2025-01-23 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,246.43,168.43,65.71,12.29
2025-01-23 04:55:00+00:00,2025-01-23 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,185.34,151.85,21.34,12.15
2025-01-23 07:10:00+00:00,2025-01-23 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,176.33,152.47,11.21,12.65
2025-01-23 09:25:00+00:00,2025-01-23 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,161.36,138.6,10.71,12.05
2025-01-23 11:40:00+00:00,2025-01-23 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,176.54,135.02,27.61,13.91
2025-01-23 13:55:00+00:00,2025-01-23 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,187.2,163.15,8.87,15.18
2025-01-23 16:10:00+00:00,2025-01-23 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,193.88,119.53,62.51,11.84
2025-01-23 18:25:00+00:00,2025-01-23 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,171.28,99.18,62.28,9.82
2025-01-23 20:40:00+00:00,2025-01-23 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,179.01,126.03,41.89,11.09
2025-01-23 22:55:00+00:00,2025-01-23 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,178.32,135.12,32.53,10.67
2025-01-24 01:10:00+00:00,2025-01-24 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,169.29,156.32,-0.0,12.97
2025-01-24 03:25:00+00:00,2025-01-24 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,194.6,106.97,78.64,8.99
2025-01-24 04:55:00+00:00,2025-01-24 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,151.31,106.75,34.85,9.71
2025-01-24 07:10:00+00:00,2025-01-24 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,159.11,148.7,-0.0,10.41
2025-01-24 09:25:00+00:00,2025-01-24 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,169.11,148.72,9.83,10.56
2025-01-24 11:40:00+00:00,2025-01-24 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,252.08,225.56,10.06,16.46
2025-01-24 13:55:00+00:00,2025-01-24 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,245.6,194.46,32.28,18.86
2025-01-24 16:10:00+00:00,2025-01-24 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,170.07,121.8,37.19,11.08
2025-01-24 18:25:00+00:00,2025-01-24 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,153.84,51.57,97.01,5.26
2025-01-24 20:40:00+00:00,2025-01-24 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,166.74,98.81,58.15,9.78
2025-01-24 22:55:00+00:00,2025-01-24 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,165.57,143.24,8.71,13.62
2025-01-25 01:10:00+00:00,2025-01-25 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,223.43,109.19,104.41,9.83
2025-01-25 03:25:00+00:00,2025-01-25 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,173.46,151.72,6.86,14.88
2025-01-25 04:55:00+00:00,2025-01-25 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,232.31,210.03,3.79,18.49
2025-01-25 07:10:00+00:00,2025-01-25 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,158.64,143.49,3.53,11.62
2025-01-25 09:25:00+00:00,2025-01-25 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,148.79,135.39,3.52,9.88
2025-01-25 11:40:00+00:00,2025-01-25 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,146.26,131.33,3.51,11.42
2025-01-25 13:55:00+00:00,2025-01-25 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,137.13,122.41,3.58,11.14
2025-01-25 16:10:00+00:00,2025-01-25 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,125.16,106.47,9.74,8.95
2025-01-25 18:25:00+00:00,2025-01-25 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,120.86,107.96,4.16,8.74
2025-01-25 20:40:00+00:00,2025-01-25 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,134.81,107.13,19.32,8.36
2025-01-25 22:55:00+00:00,2025-01-25 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,130.08,58.35,66.66,5.07
2025-01-26 01:10:00+00:00,2025-01-26 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,166.25,116.62,40.19,9.44
2025-01-26 03:25:00+00:00,2025-01-26 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,129.97,58.54,66.81,4.62
2025-01-26 04:55:00+00:00,2025-01-26 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,109.48,101.28,-0.0,8.2
2025-01-26 07:10:00+00:00,2025-01-26 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,124.21,63.43,56.28,4.5
2025-01-26 09:25:00+00:00,2025-01-26 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,112.09,53.16,55.05,3.88
2025-01-26 11:40:00+00:00,2025-01-26 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,114.76,72.89,36.11,5.76
2025-01-26 13:55:00+00:00,2025-01-26 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,149.14,32.55,113.76,2.83
2025-01-26 16:10:00+00:00,2025-01-26 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,157.92,28.76,126.8,2.36
2025-01-26 18:25:00+00:00,2025-01-26 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,116.46,33.21,80.26,2.99
2025-01-26 20:40:00+00:00,2025-01-26 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,111.6,95.76,7.79,8.05
2025-01-26 22:55:00+00:00,2025-01-26 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,114.49,77.85,30.1,6.54
2025-01-27 01:10:00+00:00,2025-01-27 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,153.27,141.79,-0.0,11.48
2025-01-27 03:25:00+00:00,2025-01-27 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,147.16,137.79,-0.0,9.37
2025-01-27 04:55:00+00:00,2025-01-27 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,86.1,57.82,23.94,4.34
2025-01-27 07:10:00+00:00,2025-01-27 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,92.2,78.16,8.57,5.47
2025-01-27 09:25:00+00:00,2025-01-27 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,101.62,87.62,7.61,6.39
2025-01-27 11:40:00+00:00,2025-01-27 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,118.8,70.71,42.22,5.87
2025-01-27 13:55:00+00:00,2025-01-27 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,160.57,47.75,108.57,4.25
2025-01-27 16:10:00+00:00,2025-01-27 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,104.98,50.59,49.74,4.65
2025-01-27 18:25:00+00:00,2025-01-27 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,84.21,64.86,13.26,6.09
2025-01-27 20:40:00+00:00,2025-01-27 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,99.89,88.05,4.54,7.3
2025-01-27 22:55:00+00:00,2025-01-27 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,129.7,87.7,34.37,7.63
2025-01-28 01:10:00+00:00,2025-01-28 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,109.56,34.62,72.0,2.94
2025-01-28 03:25:00+00:00,2025-01-28 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,107.25,97.29,2.17,7.79
2025-01-28 04:55:00+00:00,2025-01-28 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,122.03,116.33,-2.22,7.92
2025-01-28 07:10:00+00:00,2025-01-28 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,95.69,91.2,-1.44,5.93
2025-01-28 09:25:00+00:00,2025-01-28 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,93.37,89.63,-1.37,5.11
2025-01-28 11:40:00+00:00,2025-01-28 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,141.76,130.64,0.54,10.58
2025-01-28 13:55:00+00:00,2025-01-28 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,169.22,146.53,10.67,12.02
2025-01-28 16:10:00+00:00,2025-01-28 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,119.01,109.46,0.35,9.2
2025-01-28 18:25:00+00:00,2025-01-28 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,101.58,93.09,0.58,7.91
2025-01-28 20:40:00+00:00,2025-01-28 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,87.5,51.38,31.55,4.57
2025-01-28 22:55:00+00:00,2025-01-28 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,139.3,129.28,-1.62,11.64
2025-01-29 01:10:00+00:00,2025-01-29 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,175.13,164.39,-1.75,12.49
2025-01-29 03:25:00+00:00,2025-01-29 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,98.23,73.54,18.8,5.89
2025-01-29 04:55:00+00:00,2025-01-29 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,112.63,83.58,23.53,5.52
2025-01-29 07:10:00+00:00,2025-01-29 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,58.02,54.51,0.13,3.38
2025-01-29 09:25:00+00:00,2025-01-29 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,45.55,41.15,2.06,2.34
2025-01-29 11:40:00+00:00,2025-01-29 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,68.78,25.56,41.33,1.89
2025-01-29 13:55:00+00:00,2025-01-29 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,156.98,28.96,125.93,2.09
2025-01-29 16:10:00+00:00,2025-01-29 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,60.65,56.13,-0.03,4.55
2025-01-29 18:25:00+00:00,2025-01-29 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,60.26,31.67,26.28,2.31
2025-01-29 20:40:00+00:00,2025-01-29 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,128.15,119.54,-0.96,9.57
2025-01-29 22:55:00+00:00,2025-01-29 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,188.61,150.63,25.02,12.96
2025-01-30 00:55:00+00:00,2025-01-30 01:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,162.74,153.08,-1.67,11.33
2025-01-30 03:10:00+00:00,2025-01-30 03:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,102.4,95.7,-0.0,6.7
2025-01-30 04:55:00+00:00,2025-01-30 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,53.37,46.74,3.36,3.27
2025-01-30 07:10:00+00:00,2025-01-30 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,57.09,53.86,-0.0,3.23
2025-01-30 09:25:00+00:00,2025-01-30 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,141.49,134.5,-0.0,6.99
2025-01-30 11:40:00+00:00,2025-01-30 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,133.88,92.46,33.65,7.77
2025-01-30 13:55:00+00:00,2025-01-30 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,163.5,151.53,-0.0,11.97
2025-01-30 16:10:00+00:00,2025-01-30 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,100.0,92.51,-0.0,7.49
2025-01-30 18:25:00+00:00,2025-01-30 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,67.56,62.79,-0.0,4.77
2025-01-30 20:40:00+00:00,2025-01-30 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,106.58,98.5,-0.0,8.08
2025-01-30 22:55:00+00:00,2025-01-30 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,123.3,113.54,-0.01,9.77
2025-01-31 01:10:00+00:00,2025-01-31 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,149.17,137.74,-0.0,11.43
2025-01-31 03:25:00+00:00,2025-01-31 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,86.26,80.76,-0.0,5.5
2025-01-31 04:55:00+00:00,2025-01-31 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,176.14,167.28,-0.0,8.86
2025-01-31 07:10:00+00:00,2025-01-31 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,59.49,56.6,-0.0,2.89
2025-01-31 09:25:00+00:00,2025-01-31 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,55.18,52.35,-0.0,2.83
2025-01-31 11:40:00+00:00,2025-01-31 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,138.78,130.43,-0.0,8.35
2025-01-31 13:55:00+00:00,2025-01-31 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,123.75,115.98,-0.0,7.77
2025-01-31 16:10:00+00:00,2025-01-31 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,132.39,123.85,-0.0,8.54
2025-01-31 18:25:00+00:00,2025-01-31 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,95.78,89.05,-0.03,6.76
2025-01-31 20:40:00+00:00,2025-01-31 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,97.01,89.82,-0.0,7.19
2025-01-31 22:55:00+00:00,2025-01-31 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,134.08,124.94,-0.48,9.62
2025-02-01 01:10:00+00:00,2025-02-01 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,93.3,87.11,-0.0,6.19
2025-02-01 03:25:00+00:00,2025-02-01 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,79.15,74.46,-0.0,4.69
2025-02-01 04:55:00+00:00,2025-02-01 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,135.19,130.5,-0.0,4.69
2025-02-01 07:10:00+00:00,2025-02-01 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,86.41,83.9,-0.0,2.51
2025-02-01 09:25:00+00:00,2025-02-01 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,113.11,110.03,-0.0,3.08
2025-02-01 11:40:00+00:00,2025-02-01 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,90.47,86.41,-0.0,4.06
2025-02-01 13:55:00+00:00,2025-02-01 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,67.57,64.35,-0.0,3.22
2025-02-01 16:10:00+00:00,2025-02-01 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,113.08,108.98,-0.26,4.36
2025-02-01 18:25:00+00:00,2025-02-01 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,110.43,106.49,-0.0,3.94
2025-02-01 20:40:00+00:00,2025-02-01 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,35.22,151.07,-121.28,5.43
2025-02-01 22:55:00+00:00,2025-02-01 23:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,94.27,88.9,-0.05,5.42
2025-02-02 01:10:00+00:00,2025-02-02 01:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,108.14,102.21,-0.0,5.93
2025-02-02 03:25:00+00:00,2025-02-02 03:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,83.95,80.03,-0.0,3.92
2025-02-02 04:55:00+00:00,2025-02-02 05:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,125.59,121.46,-0.0,4.13
2025-02-02 07:10:00+00:00,2025-02-02 07:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,97.02,93.74,-0.0,3.28
2025-02-02 09:25:00+00:00,2025-02-02 09:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,98.94,95.87,0.29,2.78
2025-02-02 11:40:00+00:00,2025-02-02 11:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,95.11,81.38,10.15,3.58
2025-02-02 13:55:00+00:00,2025-02-02 14:10:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,99.58,95.11,-0.0,4.47
2025-02-02 16:10:00+00:00,2025-02-02 16:25:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,90.68,86.36,-0.0,4.32
2025-02-02 18:25:00+00:00,2025-02-02 18:40:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,101.0,83.58,13.83,3.59
2025-02-02 20:40:00+00:00,2025-02-02 20:55:00+00:00,REAL_TIME_15_MIN,N.Y.C.,Zone,113.19,100.49,7.98,4.72
